date,product,category,units_sold,revenue,price,discount_pct,ad_spend,promo
2024-03-07,Smart Home Speaker,Electronics,74,8222.88,111.12,0.00,77.74,false
2024-03-07,Organic Coffee,Groceries,204,2625.48,14.30,10.00,179.41,false
2024-03-07,Trail Backpack,Outdoor,63,3630.06,67.79,15.00,65.19,false
2024-03-07,Camping Lantern,Outdoor,40,1594.40,39.86,0.00,51.07,false
2024-03-08,Wireless Headphones,Electronics,110,10186.00,97.47,5.00,102.01,false
2024-03-08,Smart Home Speaker,Electronics,57,6716.31,117.83,0.00,81.71,false
2024-03-08,Organic Coffee,Groceries,256,3102.72,15.15,20.00,145.46,true
2024-03-08,Trail Backpack,Outdoor,45,3338.10,74.18,0.00,69.10,false
2024-03-08,Camping Lantern,Outdoor,50,2094.50,41.89,0.00,57.01,false
2024-03-09,Wireless Headphones,Electronics,118,10386.36,88.02,0.00,125.09,false
2024-03-09,Smart Home Speaker,Electronics,77,6970.81,113.16,20.00,71.42,false
2024-03-09,Organic Coffee,Groceries,220,2895.20,13.16,0.00,117.57,false
2024-03-09,Trail Backpack,Outdoor,46,3211.26,69.81,0.00,66.92,false
2024-03-09,Camping Lantern,Outdoor,51,2000.22,39.22,0.00,52.50,false
2024-03-10,Wireless Headphones,Electronics,117,10209.42,87.26,0.00,102.74,false
2024-03-10,Smart Home Speaker,Electronics,73,8518.37,116.69,0.00,87.57,false
2024-03-10,Organic Coffee,Groceries,219,3076.95,14.05,0.00,208.70,false
2024-03-10,Trail Backpack,Outdoor,56,4503.52,80.42,0.00,63.27,true
2024-03-10,Camping Lantern,Outdoor,50,1862.50,37.25,0.00,63.49,false
2024-03-11,Wireless Headphones,Electronics,130,9876.10,86.82,12.50,109.06,false
2024-03-11,Smart Home Speaker,Electronics,72,8333.28,121.83,5.00,94.90,false
2024-03-11,Organic Coffee,Groceries,199,2827.79,14.21,0.00,154.17,false
2024-03-11,Trail Backpack,Outdoor,72,4332.24,70.78,15.00,75.20,false
2024-03-11,Camping Lantern,Outdoor,49,1912.47,39.03,0.00,43.78,false
2024-03-12,Wireless Headphones,Electronics,120,10246.80,85.39,0.00,93.56,false
2024-03-12,Smart Home Speaker,Electronics,88,9728.40,120.16,8.00,105.95,false
2024-03-12,Organic Coffee,Groceries,191,2486.82,14.88,12.50,136.01,false
2024-03-12,Trail Backpack,Outdoor,45,3460.05,76.89,0.00,60.02,false
2024-03-12,Camping Lantern,Outdoor,43,1645.18,38.26,0.00,37.11,false
2024-03-13,Wireless Headphones,Electronics,200,13162.00,82.26,20.00,144.66,true
2024-03-13,Smart Home Speaker,Electronics,75,9155.25,122.07,0.00,95.64,false
2024-03-13,Organic Coffee,Groceries,186,2607.72,14.02,0.00,126.69,true
2024-03-13,Trail Backpack,Outdoor,40,2707.60,73.58,8.00,45.02,false
2024-03-13,Camping Lantern,Outdoor,41,1704.78,41.58,0.00,64.19,false
2024-03-14,Wireless Headphones,Electronics,106,9901.46,93.41,0.00,106.56,false
2024-03-14,Smart Home Speaker,Electronics,71,8469.59,119.29,0.00,77.10,false
2024-03-14,Organic Coffee,Groceries,200,2738.00,15.21,10.00,183.16,false
2024-03-14,Trail Backpack,Outdoor,51,3352.74,75.13,12.50,70.44,false
2024-03-14,Camping Lantern,Outdoor,54,2100.06,42.27,8.00,63.07,false
2024-03-15,Wireless Headphones,Electronics,103,9516.17,92.39,0.00,95.45,false
2024-03-15,Smart Home Speaker,Electronics,65,7159.75,125.88,12.50,104.64,false
2024-03-15,Organic Coffee,Groceries,137,2116.65,15.45,0.00,195.37,false
2024-03-15,Trail Backpack,Outdoor,45,3114.45,81.42,15.00,42.34,false
2024-03-15,Camping Lantern,Outdoor,55,2096.05,43.55,12.50,71.70,false
2024-03-16,Wireless Headphones,Electronics,111,9153.06,82.46,0.00,99.70,true
2024-03-16,Smart Home Speaker,Electronics,56,6450.08,115.18,0.00,75.69,false
2024-03-16,Organic Coffee,Groceries,222,2905.98,13.09,0.00,175.51,true
2024-03-16,Trail Backpack,Outdoor,46,3391.58,73.73,0.00,57.99,false
2024-03-16,Camping Lantern,Outdoor,54,1995.84,36.96,0.00,65.99,false
2024-03-17,Wireless Headphones,Electronics,97,8899.75,91.75,0.00,91.49,false
2024-03-17,Smart Home Speaker,Electronics,67,8354.90,124.70,0.00,108.88,false
2024-03-17,Organic Coffee,Groceries,265,3972.35,14.99,0.00,164.37,true
2024-03-17,Trail Backpack,Outdoor,48,3279.36,68.32,0.00,61.89,false
2024-03-17,Camping Lantern,Outdoor,53,1861.89,39.03,10.00,44.13,false
2024-03-18,Wireless Headphones,Electronics,132,9360.12,83.42,15.00,104.42,false
2024-03-18,Smart Home Speaker,Electronics,92,9641.60,113.91,8.00,84.73,false
2024-03-18,Organic Coffee,Groceries,182,2679.04,14.72,0.00,199.92,false
2024-03-18,Trail Backpack,Outdoor,65,4196.40,70.18,8.00,67.93,false
2024-03-18,Camping Lantern,Outdoor,36,1516.32,42.12,0.00,60.21,false
2024-03-19,Wireless Headphones,Electronics,123,10213.92,83.04,0.00,106.43,false
2024-03-19,Smart Home Speaker,Electronics,104,9677.20,109.47,15.00,108.56,false
2024-03-19,Organic Coffee,Groceries,163,2348.83,14.41,0.00,127.99,false
2024-03-19,Trail Backpack,Outdoor,44,3545.52,80.58,0.00,60.71,false
2024-03-19,Camping Lantern,Outdoor,42,1813.98,43.19,0.00,57.27,false
2024-03-20,Wireless Headphones,Electronics,141,11804.52,83.72,0.00,127.29,false
2024-03-20,Smart Home Speaker,Electronics,92,11627.88,126.39,0.00,81.02,true
2024-03-20,Organic Coffee,Groceries,171,2394.00,14.00,0.00,134.81,false
2024-03-20,Trail Backpack,Outdoor,39,2983.50,76.50,0.00,64.35,false
2024-03-20,Camping Lantern,Outdoor,57,1968.21,40.63,15.00,37.52,false
2024-03-21,Wireless Headphones,Electronics,135,11650.50,90.85,5.00,99.78,true
2024-03-21,Smart Home Speaker,Electronics,73,8422.01,115.37,0.00,98.98,false
2024-03-21,Organic Coffee,Groceries,150,2119.50,14.13,0.00,123.69,false
2024-03-21,Trail Backpack,Outdoor,35,2778.30,79.38,0.00,68.02,false
2024-03-21,Camping Lantern,Outdoor,44,1817.64,41.31,0.00,42.46,false
2024-03-22,Wireless Headphones,Electronics,111,8986.56,80.96,0.00,121.57,false
2024-03-22,Smart Home Speaker,Electronics,57,7289.73,127.89,0.00,83.44,false
2024-03-22,Organic Coffee,Groceries,171,2366.64,13.84,0.00,212.74,false
2024-03-22,Trail Backpack,Outdoor,46,3545.22,77.07,0.00,66.24,true
2024-03-22,Camping Lantern,Outdoor,58,2187.18,37.71,0.00,66.10,true
2024-03-23,Wireless Headphones,Electronics,105,8917.65,84.93,0.00,91.84,false
2024-03-23,Smart Home Speaker,Electronics,77,9222.29,119.77,0.00,101.34,true
2024-03-23,Organic Coffee,Groceries,277,3022.07,13.64,20.00,133.98,false
2024-03-23,Trail Backpack,Outdoor,49,3253.11,72.16,8.00,70.27,false
2024-03-23,Camping Lantern,Outdoor,39,1660.62,42.58,0.00,35.50,false
2024-03-24,Wireless Headphones,Electronics,102,8644.50,84.75,0.00,113.46,false
2024-03-24,Smart Home Speaker,Electronics,51,5758.92,118.86,5.00,93.63,false
2024-03-24,Organic Coffee,Groceries,226,3335.76,14.76,0.00,193.37,false
2024-03-24,Trail Backpack,Outdoor,49,3471.65,70.85,0.00,41.98,false
2024-03-24,Camping Lantern,Outdoor,43,1680.44,39.08,0.00,42.47,false
2024-03-25,Wireless Headphones,Electronics,123,9967.92,81.04,0.00,118.77,false
2024-03-25,Smart Home Speaker,Electronics,89,8778.96,109.60,10.00,73.75,false
2024-03-25,Organic Coffee,Groceries,207,2885.58,13.94,0.00,144.44,false
2024-03-25,Trail Backpack,Outdoor,47,3814.99,81.17,0.00,49.64,false
2024-03-25,Camping Lantern,Outdoor,47,1958.49,43.86,5.00,36.41,false
2024-03-26,Wireless Headphones,Electronics,107,9407.44,87.92,0.00,113.07,false
2024-03-26,Smart Home Speaker,Electronics,76,8543.92,112.42,0.00,71.32,false
2024-03-26,Organic Coffee,Groceries,193,2900.79,15.03,0.00,158.68,false
2024-03-26,Trail Backpack,Outdoor,50,3674.50,73.49,0.00,41.65,false
2024-03-26,Camping Lantern,Outdoor,38,1613.86,42.47,0.00,53.18,false
2024-03-27,Wireless Headphones,Electronics,116,10510.76,90.61,0.00,115.69,false
2024-03-27,Smart Home Speaker,Electronics,99,9394.11,111.63,15.00,97.53,false
2024-03-27,Organic Coffee,Groceries,234,2866.50,14.00,12.50,144.74,true
2024-03-27,Trail Backpack,Outdoor,51,3855.09,75.59,0.00,53.75,true
2024-03-27,Camping Lantern,Outdoor,46,1945.34,42.29,0.00,37.64,false
2024-03-28,Wireless Headphones,Electronics,125,10230.00,81.84,0.00,112.38,true
2024-03-28,Smart Home Speaker,Electronics,72,8019.36,111.38,0.00,109.08,false
2024-03-28,Organic Coffee,Groceries,153,2265.93,15.59,5.00,154.55,false
2024-03-28,Trail Backpack,Outdoor,40,2866.40,71.66,0.00,39.10,false
2024-03-28,Camping Lantern,Outdoor,40,1605.60,40.14,0.00,52.61,false
2024-03-29,Wireless Headphones,Electronics,112,10288.32,91.86,0.00,89.24,false
2024-03-29,Smart Home Speaker,Electronics,57,7240.14,127.02,0.00,81.96,false
2024-03-29,Organic Coffee,Groceries,159,2443.83,15.37,0.00,187.96,false
2024-03-29,Trail Backpack,Outdoor,52,3523.00,79.71,15.00,43.31,false
2024-03-29,Camping Lantern,Outdoor,42,1832.04,43.62,0.00,67.49,false
2024-03-30,Wireless Headphones,Electronics,126,10587.78,91.34,8.00,137.06,true
2024-03-30,Smart Home Speaker,Electronics,57,7185.99,126.07,0.00,100.87,false
2024-03-30,Organic Coffee,Groceries,222,2790.54,14.36,12.50,187.30,false
2024-03-30,Trail Backpack,Outdoor,40,2850.40,71.26,0.00,39.53,false
2024-03-30,Camping Lantern,Outdoor,45,1890.00,44.21,5.00,54.38,false
2024-03-31,Wireless Headphones,Electronics,147,12240.69,92.52,10.00,87.61,true
2024-03-31,Smart Home Speaker,Electronics,69,8411.10,121.90,0.00,89.41,false
2024-03-31,Organic Coffee,Groceries,238,2941.68,13.73,10.00,149.81,false
2024-03-31,Trail Backpack,Outdoor,59,4004.92,79.85,15.00,55.41,false
2024-03-31,Camping Lantern,Outdoor,57,2087.91,41.86,12.50,63.50,false
2024-04-01,Wireless Headphones,Electronics,103,9606.81,93.27,0.00,137.54,false
2024-04-01,Smart Home Speaker,Electronics,76,9183.08,120.83,0.00,96.65,false
2024-04-01,Organic Coffee,Groceries,174,2648.28,15.22,0.00,159.29,false
2024-04-01,Trail Backpack,Outdoor,53,3697.28,79.73,12.50,56.89,false
2024-04-01,Camping Lantern,Outdoor,46,1757.66,38.21,0.00,35.49,false
2024-04-02,Wireless Headphones,Electronics,117,9446.58,80.74,0.00,146.01,false
2024-04-02,Smart Home Speaker,Electronics,83,9670.33,129.46,10.00,68.39,false
2024-04-02,Organic Coffee,Groceries,343,3683.82,13.43,20.00,132.77,false
2024-04-02,Trail Backpack,Outdoor,44,3071.20,69.80,0.00,41.67,false
2024-04-02,Camping Lantern,Outdoor,45,1987.65,44.17,0.00,45.24,false
2024-04-03,Wireless Headphones,Electronics,150,12408.00,82.72,0.00,111.42,false
2024-04-03,Smart Home Speaker,Electronics,66,7805.82,118.27,0.00,79.40,false
2024-04-03,Organic Coffee,Groceries,160,2300.80,14.38,0.00,122.18,false
2024-04-03,Trail Backpack,Outdoor,55,3631.65,77.69,15.00,65.32,false
2024-04-03,Camping Lantern,Outdoor,41,1763.82,43.02,0.00,67.57,false
2024-04-04,Wireless Headphones,Electronics,118,10404.06,88.17,0.00,95.67,false
2024-04-04,Smart Home Speaker,Electronics,74,9164.90,123.85,0.00,81.18,false
2024-04-04,Organic Coffee,Groceries,151,2207.62,14.62,0.00,178.72,false
2024-04-04,Trail Backpack,Outdoor,40,2798.00,69.95,0.00,59.42,false
2024-04-04,Camping Lantern,Outdoor,50,1878.00,42.92,12.50,50.63,false
2024-04-05,Wireless Headphones,Electronics,109,10292.87,94.43,0.00,146.39,false
2024-04-05,Smart Home Speaker,Electronics,62,7755.58,125.09,0.00,85.36,false
2024-04-05,Organic Coffee,Groceries,159,2129.01,13.39,0.00,159.94,false
2024-04-05,Trail Backpack,Outdoor,36,2987.64,82.99,0.00,48.30,false
2024-04-05,Camping Lantern,Outdoor,43,1874.80,43.60,0.00,50.17,false
2024-04-06,Wireless Headphones,Electronics,98,8630.86,88.07,0.00,89.39,false
2024-04-06,Smart Home Speaker,Electronics,65,7759.70,119.38,0.00,87.17,false
2024-04-06,Organic Coffee,Groceries,191,2605.24,13.64,0.00,182.81,false
2024-04-06,Trail Backpack,Outdoor,34,2600.66,76.49,0.00,56.60,false
2024-04-06,Camping Lantern,Outdoor,44,1949.64,44.31,0.00,64.62,false
2024-04-07,Wireless Headphones,Electronics,127,10499.09,89.86,8.00,145.56,false
2024-04-07,Smart Home Speaker,Electronics,82,8921.60,127.99,15.00,72.49,false
2024-04-07,Organic Coffee,Groceries,256,3246.08,13.35,5.00,161.36,false
2024-04-07,Trail Backpack,Outdoor,43,3493.75,81.25,0.00,41.94,false
2024-04-07,Camping Lantern,Outdoor,47,1874.83,39.89,0.00,47.78,false
2024-04-08,Wireless Headphones,Electronics,118,9562.72,81.04,0.00,124.21,false
2024-04-08,Smart Home Speaker,Electronics,106,11660.00,110.00,0.00,105.03,true
2024-04-08,Organic Coffee,Groceries,193,2416.36,13.92,10.00,152.25,false
2024-04-08,Trail Backpack,Outdoor,43,3592.65,83.55,0.00,40.90,false
2024-04-08,Camping Lantern,Outdoor,51,1924.74,39.72,5.00,37.77,false
2024-04-09,Wireless Headphones,Electronics,110,9770.20,88.82,0.00,106.25,false
2024-04-09,Smart Home Speaker,Electronics,95,9368.90,109.57,10.00,87.15,false
2024-04-09,Organic Coffee,Groceries,187,2689.06,14.38,0.00,206.94,false
2024-04-09,Trail Backpack,Outdoor,44,3100.68,70.47,0.00,60.74,false
2024-04-09,Camping Lantern,Outdoor,53,1844.40,37.82,8.00,48.82,false
2024-04-10,Wireless Headphones,Electronics,116,9616.40,82.90,0.00,123.36,false
2024-04-10,Smart Home Speaker,Electronics,83,9130.83,122.23,10.00,106.17,true
2024-04-10,Organic Coffee,Groceries,166,2373.80,14.30,0.00,114.53,false
2024-04-10,Trail Backpack,Outdoor,36,2958.48,82.18,0.00,63.83,false
2024-04-10,Camping Lantern,Outdoor,41,1490.35,38.27,5.00,50.55,false
2024-04-11,Wireless Headphones,Electronics,102,8812.80,86.40,0.00,132.39,false
2024-04-11,Smart Home Speaker,Electronics,79,9258.80,117.20,0.00,82.64,false
2024-04-11,Organic Coffee,Groceries,175,2453.50,14.02,0.00,169.06,false
2024-04-11,Trail Backpack,Outdoor,37,2901.91,78.43,0.00,47.47,false
2024-04-11,Camping Lantern,Outdoor,58,2033.48,41.25,15.00,56.76,false
2024-04-12,Wireless Headphones,Electronics,119,9697.31,81.49,0.00,86.86,false
2024-04-12,Smart Home Speaker,Electronics,68,8049.84,128.68,8.00,67.54,false
2024-04-12,Organic Coffee,Groceries,153,2440.35,15.95,0.00,127.65,false
2024-04-12,Trail Backpack,Outdoor,46,2922.84,70.60,10.00,47.35,false
2024-04-12,Camping Lantern,Outdoor,51,2022.66,41.75,5.00,40.43,true
2024-04-13,Wireless Headphones,Electronics,102,9491.10,93.05,0.00,120.01,false
2024-04-13,Smart Home Speaker,Electronics,66,8325.90,126.15,0.00,104.07,false
2024-04-13,Organic Coffee,Groceries,190,2992.50,15.75,0.00,167.43,false
2024-04-13,Trail Backpack,Outdoor,42,2978.64,70.92,0.00,49.35,false
2024-04-13,Camping Lantern,Outdoor,63,2228.31,41.61,15.00,64.80,false
2024-04-14,Wireless Headphones,Electronics,99,9302.04,93.96,0.00,116.22,false
2024-04-14,Smart Home Speaker,Electronics,60,6631.80,122.81,10.00,74.22,false
2024-04-14,Organic Coffee,Groceries,217,3419.92,15.76,0.00,175.46,false
2024-04-14,Trail Backpack,Outdoor,40,3163.20,79.08,0.00,47.42,false
2024-04-14,Camping Lantern,Outdoor,50,1937.00,38.74,0.00,65.21,false
2024-04-15,Wireless Headphones,Electronics,96,8408.64,87.59,0.00,140.57,false
2024-04-15,Smart Home Speaker,Electronics,60,7613.40,126.89,0.00,80.47,false
2024-04-15,Organic Coffee,Groceries,213,3184.35,15.74,5.00,168.64,false
2024-04-15,Trail Backpack,Outdoor,45,3419.10,75.98,0.00,53.92,false
2024-04-15,Camping Lantern,Outdoor,45,1801.35,40.03,0.00,65.63,false
2024-04-16,Wireless Headphones,Electronics,130,11226.80,95.96,10.00,92.36,false
2024-04-16,Smart Home Speaker,Electronics,102,9972.54,122.21,20.00,103.83,false
2024-04-16,Organic Coffee,Groceries,175,2525.25,14.43,0.00,123.77,false
2024-04-16,Trail Backpack,Outdoor,45,3317.40,73.72,0.00,45.68,false
2024-04-16,Camping Lantern,Outdoor,44,1671.12,37.98,0.00,38.94,false
2024-04-17,Wireless Headphones,Electronics,113,9955.30,88.10,0.00,117.96,false
2024-04-17,Smart Home Speaker,Electronics,76,8658.68,113.93,0.00,100.28,false
2024-04-17,Organic Coffee,Groceries,194,2714.06,15.20,8.00,169.77,false
2024-04-17,Trail Backpack,Outdoor,36,2979.72,82.77,0.00,58.53,false
2024-04-17,Camping Lantern,Outdoor,48,1942.08,40.46,0.00,56.07,false
2024-04-18,Wireless Headphones,Electronics,128,9870.08,85.68,10.00,133.41,false
2024-04-18,Smart Home Speaker,Electronics,68,8603.36,126.52,0.00,72.13,false
2024-04-18,Organic Coffee,Groceries,194,2265.92,13.74,15.00,114.00,false
2024-04-18,Trail Backpack,Outdoor,33,2356.20,71.40,0.00,53.67,false
2024-04-18,Camping Lantern,Outdoor,58,2232.42,38.49,0.00,54.04,true
2024-04-19,Wireless Headphones,Electronics,109,9309.69,85.41,0.00,105.95,false
2024-04-19,Smart Home Speaker,Electronics,61,7216.91,118.31,0.00,70.46,false
2024-04-19,Organic Coffee,Groceries,140,2167.20,15.48,0.00,186.42,false
2024-04-19,Trail Backpack,Outdoor,40,3094.00,77.35,0.00,41.29,false
2024-04-19,Camping Lantern,Outdoor,39,1710.93,43.87,0.00,41.71,false
2024-04-20,Wireless Headphones,Electronics,114,9614.76,96.39,12.50,119.70,false
2024-04-20,Smart Home Speaker,Electronics,72,8354.16,116.03,0.00,90.20,true
2024-04-20,Organic Coffee,Groceries,165,2313.30,14.02,0.00,194.78,false
2024-04-20,Trail Backpack,Outdoor,40,2836.40,70.91,0.00,63.21,false
2024-04-20,Camping Lantern,Outdoor,40,1611.60,40.29,0.00,46.44,false
2024-04-21,Wireless Headphones,Electronics,101,8511.27,84.27,0.00,84.37,false
2024-04-21,Smart Home Speaker,Electronics,71,8688.98,122.38,0.00,78.07,false
2024-04-21,Organic Coffee,Groceries,212,3408.96,16.08,0.00,161.16,false
2024-04-21,Trail Backpack,Outdoor,43,3173.40,82.00,10.00,51.50,false
2024-04-21,Camping Lantern,Outdoor,50,2232.50,44.65,0.00,67.17,false
2024-04-22,Wireless Headphones,Electronics,105,9137.10,87.02,0.00,125.33,false
2024-04-22,Smart Home Speaker,Electronics,99,9395.10,111.65,15.00,104.00,false
2024-04-22,Organic Coffee,Groceries,172,2776.08,16.14,0.00,163.12,false
2024-04-22,Trail Backpack,Outdoor,43,3046.55,80.97,12.50,45.10,false
2024-04-22,Camping Lantern,Outdoor,48,1806.24,37.63,0.00,54.23,false
2024-04-23,Wireless Headphones,Electronics,98,9591.26,97.87,0.00,132.31,false
2024-04-23,Smart Home Speaker,Electronics,82,10855.98,132.39,0.00,71.11,false
2024-04-23,Organic Coffee,Groceries,184,2530.00,13.75,0.00,194.70,false
2024-04-23,Trail Backpack,Outdoor,37,2991.08,80.84,0.00,54.79,false
2024-04-23,Camping Lantern,Outdoor,38,1535.96,40.42,0.00,44.31,false
2024-04-24,Wireless Headphones,Electronics,191,13759.64,82.33,12.50,110.27,true
2024-04-24,Smart Home Speaker,Electronics,68,8187.88,120.41,0.00,87.13,false
2024-04-24,Organic Coffee,Groceries,153,2276.64,14.88,0.00,211.46,false
2024-04-24,Trail Backpack,Outdoor,52,3409.12,74.93,12.50,56.07,true
2024-04-24,Camping Lantern,Outdoor,41,1627.70,39.70,0.00,44.37,false
2024-04-25,Wireless Headphones,Electronics,113,10629.91,94.07,0.00,95.93,false
2024-04-25,Smart Home Speaker,Electronics,57,6829.74,119.82,0.00,77.37,false
2024-04-25,Organic Coffee,Groceries,175,2576.00,16.00,8.00,148.32,false
2024-04-25,Trail Backpack,Outdoor,42,2975.70,70.85,0.00,53.21,false
2024-04-25,Camping Lantern,Outdoor,52,2053.48,42.92,8.00,58.39,false
2024-04-26,Wireless Headphones,Electronics,82,6892.10,84.05,0.00,144.69,false
2024-04-26,Smart Home Speaker,Electronics,57,6898.71,121.03,0.00,94.54,false
2024-04-26,Organic Coffee,Groceries,149,2284.17,15.33,0.00,155.34,false
2024-04-26,Trail Backpack,Outdoor,37,2962.59,80.07,0.00,59.34,false
2024-04-26,Camping Lantern,Outdoor,43,1643.89,38.23,0.00,66.99,false
2024-04-27,Wireless Headphones,Electronics,108,9089.28,84.16,0.00,106.47,false
2024-04-27,Smart Home Speaker,Electronics,54,6914.16,128.04,0.00,73.17,false
2024-04-27,Organic Coffee,Groceries,173,2498.12,14.44,0.00,121.93,false
2024-04-27,Trail Backpack,Outdoor,36,2886.48,80.18,0.00,49.77,false
2024-04-27,Camping Lantern,Outdoor,51,1974.21,38.71,0.00,43.29,false
2024-04-28,Wireless Headphones,Electronics,84,7598.64,90.46,0.00,128.12,false
2024-04-28,Smart Home Speaker,Electronics,80,9010.40,132.51,15.00,85.05,true
2024-04-28,Organic Coffee,Groceries,199,2857.64,14.36,0.00,197.11,false
2024-04-28,Trail Backpack,Outdoor,42,3104.64,73.92,0.00,44.84,false
2024-04-28,Camping Lantern,Outdoor,57,1990.44,39.91,12.50,29.36,false
2024-04-29,Wireless Headphones,Electronics,108,9027.72,83.59,0.00,114.85,false
2024-04-29,Smart Home Speaker,Electronics,66,7475.16,113.26,0.00,69.96,false
2024-04-29,Organic Coffee,Groceries,204,3064.08,15.02,0.00,154.30,false
2024-04-29,Trail Backpack,Outdoor,41,3163.56,77.16,0.00,32.42,false
2024-04-29,Camping Lantern,Outdoor,40,1618.80,40.47,0.00,37.41,false
2024-04-30,Wireless Headphones,Electronics,117,10808.46,92.38,0.00,102.74,false
2024-04-30,Smart Home Speaker,Electronics,66,8560.20,129.70,0.00,94.98,false
2024-04-30,Organic Coffee,Groceries,185,2702.85,14.61,0.00,194.89,false
2024-04-30,Trail Backpack,Outdoor,36,2856.24,79.34,0.00,35.53,false
2024-04-30,Camping Lantern,Outdoor,58,2023.04,39.86,12.50,53.48,false
2024-05-01,Wireless Headphones,Electronics,118,10872.52,92.14,0.00,125.47,false
2024-05-01,Smart Home Speaker,Electronics,70,8510.60,121.58,0.00,81.15,false
2024-05-01,Organic Coffee,Groceries,209,2905.10,15.89,12.50,121.08,false
2024-05-01,Trail Backpack,Outdoor,48,3292.80,80.71,15.00,51.24,true
2024-05-01,Camping Lantern,Outdoor,43,1647.33,38.31,0.00,42.92,false
2024-05-02,Wireless Headphones,Electronics,125,10521.25,84.17,0.00,109.19,false
2024-05-02,Smart Home Speaker,Electronics,59,6643.40,112.60,0.00,58.88,false
2024-05-02,Organic Coffee,Groceries,172,2370.16,15.31,10.00,194.95,false
2024-05-02,Trail Backpack,Outdoor,42,2990.82,71.21,0.00,53.61,true
2024-05-02,Camping Lantern,Outdoor,33,1399.53,42.41,0.00,58.34,false
2024-05-03,Wireless Headphones,Electronics,121,10437.46,86.26,0.00,145.68,false
2024-05-03,Smart Home Speaker,Electronics,62,7065.52,123.87,8.00,91.28,false
2024-05-03,Organic Coffee,Groceries,124,1780.64,14.36,0.00,120.51,false
2024-05-03,Trail Backpack,Outdoor,33,2410.65,73.05,0.00,32.32,false
2024-05-03,Camping Lantern,Outdoor,46,1983.98,43.13,0.00,49.97,false
2024-05-04,Wireless Headphones,Electronics,103,8905.38,86.46,0.00,92.39,false
2024-05-04,Smart Home Speaker,Electronics,60,6606.60,122.34,10.00,78.16,false
2024-05-04,Organic Coffee,Groceries,189,2765.07,14.63,0.00,183.87,false
2024-05-04,Trail Backpack,Outdoor,39,3108.30,79.70,0.00,41.90,false
2024-05-04,Camping Lantern,Outdoor,80,2613.60,40.83,20.00,42.02,true
2024-05-05,Wireless Headphones,Electronics,104,9183.20,88.30,0.00,125.98,false
2024-05-05,Smart Home Speaker,Electronics,58,6763.38,116.61,0.00,86.37,false
2024-05-05,Organic Coffee,Groceries,198,2720.52,13.74,0.00,184.79,false
2024-05-05,Trail Backpack,Outdoor,37,2852.33,77.09,0.00,37.42,false
2024-05-05,Camping Lantern,Outdoor,61,2141.10,43.87,20.00,60.37,false
2024-05-06,Wireless Headphones,Electronics,116,9683.68,92.76,10.00,145.67,false
2024-05-06,Smart Home Speaker,Electronics,68,7990.68,117.51,0.00,60.03,false
2024-05-06,Organic Coffee,Groceries,165,2578.95,15.63,0.00,166.70,false
2024-05-06,Trail Backpack,Outdoor,48,3389.28,70.61,0.00,60.56,false
2024-05-06,Camping Lantern,Outdoor,52,1969.24,37.87,0.00,34.48,false
2024-05-07,Wireless Headphones,Electronics,109,10333.20,94.80,0.00,91.69,false
2024-05-07,Smart Home Speaker,Electronics,110,10222.30,116.16,20.00,65.62,false
2024-05-07,Organic Coffee,Groceries,203,2902.90,15.88,10.00,148.38,false
2024-05-07,Trail Backpack,Outdoor,57,3883.98,75.71,10.00,45.41,false
2024-05-07,Camping Lantern,Outdoor,49,1730.68,37.17,5.00,42.21,false
2024-05-08,Wireless Headphones,Electronics,129,12238.23,94.87,0.00,144.10,false
2024-05-08,Smart Home Speaker,Electronics,65,8723.00,134.20,0.00,83.05,false
2024-05-08,Organic Coffee,Groceries,158,2355.78,14.91,0.00,132.13,false
2024-05-08,Trail Backpack,Outdoor,38,2786.92,73.34,0.00,49.48,false
2024-05-08,Camping Lantern,Outdoor,40,1560.00,39.00,0.00,61.61,false
2024-05-09,Wireless Headphones,Electronics,144,12101.76,84.04,0.00,94.98,true
2024-05-09,Smart Home Speaker,Electronics,65,7162.35,122.44,10.00,73.36,false
2024-05-09,Organic Coffee,Groceries,175,2612.75,14.93,0.00,105.95,true
2024-05-09,Trail Backpack,Outdoor,34,2684.64,78.96,0.00,30.26,false
2024-05-09,Camping Lantern,Outdoor,48,1843.68,38.41,0.00,44.31,false
2024-05-10,Wireless Headphones,Electronics,109,9249.74,84.86,0.00,102.15,false
2024-05-10,Smart Home Speaker,Electronics,59,7085.31,133.43,10.00,85.91,false
2024-05-10,Organic Coffee,Groceries,136,2078.08,15.28,0.00,143.03,false
2024-05-10,Trail Backpack,Outdoor,37,2629.59,71.07,0.00,39.14,false
2024-05-10,Camping Lantern,Outdoor,43,1787.94,41.58,0.00,37.76,false
2024-05-11,Wireless Headphones,Electronics,85,7641.50,89.90,0.00,125.77,false
2024-05-11,Smart Home Speaker,Electronics,66,7580.10,114.85,0.00,69.00,false
2024-05-11,Organic Coffee,Groceries,174,2716.14,15.61,0.00,172.23,false
2024-05-11,Trail Backpack,Outdoor,36,2918.88,81.08,0.00,58.01,false
2024-05-11,Camping Lantern,Outdoor,43,1713.98,39.86,0.00,32.73,false
2024-05-12,Wireless Headphones,Electronics,99,9475.29,95.71,0.00,80.88,false
2024-05-12,Smart Home Speaker,Electronics,80,9946.40,124.33,0.00,87.80,true
2024-05-12,Organic Coffee,Groceries,225,3062.25,16.01,15.00,150.97,false
